epoch,acc,loss,lr,val_acc,val_loss
0,0.1434902787088547,0.04777940911449059,1.0,0.14803199005740103,0.04387716084113498
1,0.18453742517495697,0.04374809585990305,1.0,0.13736866839242912,0.043915991226095234
2,0.2115262421743947,0.04250323494950972,1.0,0.1500705656506003,0.04376700734557525
3,0.21926229485271675,0.04216744279064506,1.0,0.14113219281442677,0.043936747854894764
4,0.22391663432478232,0.04202211291047185,1.0,0.15838168475584716,0.043647822619456565
5,0.22482208634468337,0.04195012447900842,1.0,0.1546181596924243,0.04382282636051401
6,0.22788791407623066,0.041902231466873,1.0,0.15195232912634016,0.04368411824200638
7,0.22911106848970675,0.04185739871704366,1.0,0.16590873594589325,0.043762521874069024
8,0.22892044667826325,0.041874489614905475,1.0,0.14740473598414722,0.043863265530520404
9,0.2278402592084496,0.04185495882848137,1.0,0.1615179552775071,0.04369163942669783
10,0.23332062510572102,0.04182859728781987,1.0,0.15571585460219128,0.04388395661010027
11,0.23233574752864275,0.04181925735646694,1.0,0.14740473529014614,0.043797935291561604
12,0.22938111538633427,0.0418295371525481,1.0,0.15744080422079562,0.04368408837951387
13,0.22594992992640855,0.04189942576015298,1.0,0.14944331239519287,0.04378307135347776
14,0.22663298987343572,0.04187614456896619,1.0,0.1552454142306822,0.04373237740914986
15,0.23254225378216245,0.041777675621772994,0.1,0.15414771851358397,0.04371208870824048
16,0.23278053051476436,0.04173318279474171,0.1,0.1522659559386435,0.04374707937742992
17,0.2349250217929742,0.041706181738456034,0.1,0.1530500249310648,0.04372346200900652
18,0.2356875076533038,0.041739243970115636,0.1,0.14599341429479074,0.04380761815232974
19,0.23478205571198937,0.041734799534041696,0.1,0.15226595634406162,0.0437720256299832
20,0.23284407115739877,0.041767887408258215,0.1,0.15352046362014704,0.04374996991645529
21,0.23536980536565505,0.04169647664521474,0.1,0.1459934167924352,0.04384363325415257
22,0.23371775270342515,0.041753342907157605,0.1,0.14834561756837886,0.043819720871011644
23,0.23330473930234452,0.041730531864980755,0.1,0.14834561642689897,0.04382515703753672
24,0.2358304732398083,0.041713796959344185,0.1,0.14944331344437298,0.043799227961453406
25,0.23632291203450181,0.041702374223108886,0.01,0.14960012560622976,0.04378548747383354
26,0.23629114197273351,0.04165965939798233,0.01,0.1500705659672237,0.04375935667885945
27,0.23548100096069316,0.04167364649216611,0.01,0.15022738035946445,0.043805591936150336
28,0.23320942894803104,0.04173576545710219,0.01,0.14787517708237127,0.04382442975828916
29,0.2350997580379846,0.04172952510953832,0.01,0.1481888043246281,0.04386866128842379
30,0.23710128323662985,0.041717173563961964,0.01,0.1517955150635747,0.043801516215031436
31,0.2332888544581036,0.04173725041751259,0.01,0.15132507483109947,0.043827148515690785
32,0.23476617062346714,0.04169096265552493,0.01,0.14912968455590817,0.043841753537628335
33,0.23559219724975536,0.04168550295700588,0.01,0.15101144827817028,0.043777989527663035
34,0.2366565002779662,0.04171285249268233,0.01,0.15116826180583054,0.043896497456102475
35,0.23525860908487758,0.04175964655518657,0.0009999999,0.15195232966611877,0.043809820358536734
36,0.23419430631751753,0.04176887861798707,0.0009999999,0.15195232815894472,0.04380186180478543
