epoch,acc,loss,val_acc,val_loss
0,0.12014743731655451,0.04704856999216584,0.12656921992496437,0.043928510008935565
1,0.13901113196557977,0.045079196982164435,0.14875322842036764,0.04496191794041509
2,0.15580066009901944,0.044097038168911945,0.14944110412281952,0.045272866207930106
3,0.16795134533889078,0.04358901720560128,0.15219260851659605,0.04443094278473538
4,0.17849034786977838,0.04320190813892872,0.1889939828618067,0.043614984526013055
5,0.18364773222556727,0.043068110805009954,0.18366294396962723,0.04353708840797712
6,0.18761387278222247,0.04296359846335384,0.18228719080778308,0.043548974592113744
7,0.19226673018009463,0.04286279619674824,0.17781599538652218,0.043539184426707844
8,0.1962609001739898,0.042814584031004,0.18779019972186148,0.043265435191212495
9,0.1974100997509064,0.04274638848358945,0.19587274585703993,0.04323373153895422
10,0.19654119262918648,0.04273077515395987,0.18177128253906633,0.04350455250728776
11,0.1953779785092273,0.04274936518057712,0.19363714829535703,0.04291266992829119
12,0.1967093678584487,0.042730205789015034,0.19828031080921507,0.04307193201121747
13,0.20018499706518017,0.04266582385679129,0.19363714746253202,0.04347674789184245
14,0.19769039222917925,0.042688252587740866,0.1848667260204936,0.043560741269065714
15,0.19719988039684833,0.04268109202136436,0.20292347542755787,0.043160430347084076
16,0.19820893374214654,0.04268161906217899,0.18968185918247096,0.04308228089008881
17,0.197494188005719,0.042658250798126254,0.1800515933486017,0.0440733675602327
18,0.19947025057298137,0.04265068822983359,0.20429922946546986,0.04287768420238794
19,0.19833506604761883,0.042641159063594856,0.19294927227258785,0.043336761819065796
20,0.19973652855279778,0.04266521550405268,0.19982803414030414,0.043002907670425736
21,0.19980660179865853,0.042632013747187864,0.18916595317839757,0.043084232227897604
22,0.19879754855099036,0.04262643594521476,0.18486672616463637,0.0433471064056852
23,0.19792864132422677,0.04261812546890099,0.20034394157139115,0.04277946856049044
24,0.20172660665412578,0.042597217538404765,0.18589853969909514,0.04367283173385921
25,0.19987667480937188,0.04261451142368357,0.18607051013100023,0.04326777778059782
26,0.19897973848420195,0.04263008504504112,0.19466896211489818,0.042922611639018934
27,0.19822294844275457,0.042627615454800746,0.1981083433162213,0.0430348945632641
28,0.1989096654667015,0.0426006995509681,0.19398108448894089,0.04314943769448601
29,0.1992179869629795,0.042601530975159015,0.17936371738509124,0.04359879960992269
30,0.2008576991846968,0.04262925081265565,0.1853826340473708,0.043634506853766616
31,0.20081565526111275,0.042594561374365895,0.20928632964476981,0.0426397820068195
32,0.199358133644949,0.04263443223484466,0.1932932093118094,0.043022019915148195
33,0.20036718750105587,0.04262559471656767,0.2030954467499451,0.04307816510736583
34,0.2000308358300396,0.042633804079813147,0.20395529020965253,0.04289456226271181
35,0.20025507016955568,0.042599560112086036,0.18417884957490557,0.04376290428195139
36,0.20029711394956615,0.04262209324252897,0.17437661438860058,0.043977030890057646
37,0.20085769912517903,0.042592453903810695,0.20309544570571067,0.04284670220900996
38,0.19832105076874867,0.04261413836035122,0.19845227943613217,0.042980448193111406
39,0.19972251407710426,0.0425957465764611,0.19415305766276214,0.042978926330343566
40,0.1997925873733985,0.04263377465203504,0.1893379224763794,0.04327852303291946
41,0.2012641232895217,0.04258263323822657,0.17678418101443366,0.04377819557040802
42,0.2014743429367831,0.0425942249539316,0.18727429444650998,0.04361215476282998
