epoch,loss,val_loss
0,0.04808020538229886,0.04363572665151242
1,0.04581861042128524,0.04448790181885604
2,0.04459373340050581,0.044238463767376446
3,0.04381566797110201,0.04387414322221692
4,0.043379676264699595,0.04273966211350674
5,0.04315896926578361,0.04334696978435764
6,0.04301617154111264,0.042562155683637505
7,0.042886263785964704,0.04232663579106387
8,0.04282869062812775,0.04257362328676552
9,0.042784069332308446,0.04169423582658267
10,0.04275475800109062,0.042268643792737925
11,0.04273588929747683,0.04220612008420767
12,0.042712080514412415,0.04191646537302018
13,0.04267324308788352,0.042462128832158164
14,0.04264089103211511,0.04268536565865359
15,0.04266539216498746,0.042657593521336995
16,0.04266413430984831,0.043346942369562526
17,0.04263515966072061,0.04260041558510722
18,0.04265654720914093,0.04249777541648768
19,0.04262245000849631,0.04187648745318818
20,0.04262073658678626,0.04178020308605926
21,0.042602138876167935,0.04264757203711356
22,0.042622994297839195,0.042492557756318855
23,0.042639089234460116,0.04200964483599108
24,0.042605366829360065,0.04213441922671839
25,0.04260106346603206,0.043038538154299325
26,0.04260845784630184,0.04177966461950229
27,0.04260035829229417,0.04201691196020707
28,0.04259196552765571,0.042752006601601236
29,0.042590220053504005,0.04204391510285272
30,0.042575472729600015,0.04191390378174315
31,0.0425877477018086,0.04243420797473345
32,0.042591077064705996,0.04190177380073607
33,0.04258276010621216,0.04265726412435731
34,0.042588717808422494,0.043177898646672166
35,0.042611502024356436,0.04198279400905677
36,0.04257993814350267,0.042508066393363735
37,0.042564812546640046,0.042101859480904356
38,0.04259746498106091,0.04193066212311983
39,0.042602052637540765,0.04224797472666195
40,0.04258895870702516,0.04248073446011308
41,0.042568623913735455,0.04263155133417731
42,0.04253899458851961,0.04249211533413667
43,0.04255323183441562,0.04188810732996686
44,0.04258887580711138,0.04234697488649934
45,0.04254585740211347,0.04185030772763303
46,0.042601803984786905,0.042006744728162966
47,0.04257090400227947,0.04209045683697826
48,0.042538142649190196,0.0418747426497725
49,0.04259603866487979,0.042280582035501044
50,0.042561437662062544,0.042605353942556
51,0.04259495843647548,0.04236468243967203
52,0.042597229502366496,0.042426774831789874
53,0.04259651447353816,0.041897924420941826
54,0.042598591094578024,0.042256360511098774
55,0.0425987143602726,0.04211701155444924
56,0.04256061206499048,0.04248541610317487
57,0.042598966876320046,0.04201109978471577
58,0.042587688488500336,0.04248547654728054
59,0.04259930896817637,0.04147222395054558
60,0.04257179824436618,0.04226774197338759
61,0.042526950531707436,0.04233687853428082
62,0.042580975149374874,0.04212498367276707
