epoch,loss,val_loss
0,2.4809972304911967,2.419560498366874
1,2.4529595746689434,2.391745141509997
2,2.4348940000474597,2.377278620087195
3,2.4209788622542456,2.3660320481281545
4,2.4125745228219992,2.3540023787903075
5,2.405766085429203,2.346736027220943
6,2.3995726813886558,2.34065297217215
7,2.3956780359025736,2.3374584203400732
8,2.3902931311670828,2.3346155318101314
9,2.3867492637556613,2.32952720089415
10,2.3814132815478852,2.3257885363439126
11,2.3765254485150575,2.3204716402494854
12,2.3747798435741716,2.3188120156238923
13,2.3713204909833214,2.317800160570901
14,2.3617624996848834,2.310130124926517
15,2.364777300676054,2.310077600202989
16,2.362353632568115,2.3083805623696825
17,2.35875204289319,2.305003176804005
18,2.3551796003825367,2.3038693593922055
19,2.353977793181332,2.3001852376692145
20,2.3518807198774088,2.2978619271549316
21,2.3498346915695865,2.2943304597556065
22,2.348514373649212,2.294426370557496
23,2.3464391449356614,2.291710259781332
24,2.3461673054960275,2.2912579334137373
25,2.3433819722698486,2.2903770403956045
26,2.3390630552644023,2.2856587998465834
27,2.3364407624250636,2.2846223482603394
28,2.3382864030266948,2.2844110761827348
29,2.335561844847223,2.2844514074417606
30,2.33146331937945,2.2826882650308935
31,2.3319641205020374,2.2813644906426997
32,2.3299254386050965,2.279816292635893
33,2.3284509847873736,2.27715559562014
34,2.326031638975589,2.2755539697406175
35,2.324780885310767,2.273049705727882
36,2.323206697442875,2.271084567352948
37,2.3200259081263748,2.268996293035516
38,2.323160161982967,2.2676271527843017
39,2.31930167903456,2.2686379147936604
40,2.317515143669809,2.2667559383798936
41,2.3206910525498037,2.2666860972439298
42,2.3182105271775906,2.2661463445942793
43,2.313661237605763,2.26406171078748
44,2.3134053992412067,2.2615712067183456
45,2.312039609446236,2.2621137523571084
46,2.313013097775439,2.2609893768413
47,2.31238480751289,2.2601176565853027
48,2.310670771084907,2.260450306230866
49,2.3082718194812775,2.259037372698766
50,2.3077851988489897,2.257327911286508
51,2.310141959556233,2.257513735107249
52,2.3056149724209667,2.2575861113040427
53,2.3027752346476156,2.255024277758708
54,2.30353299002108,2.253704129874181
55,2.304194654334151,2.2527990782405967
56,2.3036600788338277,2.2519183282936215
57,2.304995097433251,2.2525805286434686
58,2.301422739289829,2.250805523732706
59,2.3011979632954636,2.250986891637267
60,2.2965100805394476,2.2495552952230553
61,2.2991496736060757,2.2497724648338377
62,2.2992863937224546,2.24894380569458
63,2.298914930932409,2.2486384918446607
64,2.2965861748672194,2.248220128368741
65,2.2942362259113542,2.246936996894577
66,2.2973366230858967,2.2468649022378093
67,2.2939038630705295,2.2459798717618837
68,2.2948207300664025,2.2451680797115876
69,2.2915914190347935,2.2445209395520287
70,2.2924843596538405,2.2442552204948485
71,2.29120511604578,2.2437770420695573
72,2.2916167475276508,2.2423546122143962
73,2.288637302564686,2.24220197469909
74,2.290707352355868,2.2405770888510643
75,2.289527316814859,2.240701659607177
76,2.288321591588525,2.2406536126106764
77,2.2881079024676376,2.2404809361288542
78,2.2891102360471662,2.2403975480552285
79,2.2869236852425265,2.2394924939204004
80,2.28453134977722,2.238285495111335
81,2.2857768617220575,2.2378910741433846
82,2.2854192190489435,2.237031786170668
83,2.284993168203138,2.2377581507330224
84,2.282399575967251,2.2367627759766187
85,2.2831090788665898,2.235915351504295
86,2.285534616401897,2.236425918138082
87,2.283993089391706,2.2364757267107147
88,2.284140020612694,2.2362963421926048
89,2.283475171732438,2.2351455686475568
90,2.283960236652402,2.2357296995690428
91,2.283120164010858,2.235501029038199
92,2.2811768575545286,2.2360709845094284
93,2.2805578867917995,2.2358236801109044
94,2.2814472107232597,2.2350745262141194
95,2.2812637054430254,2.2346061414597767
96,2.280942244268219,2.2342498575595564
97,2.279339502142622,2.233589253103438
98,2.2776441021963056,2.2329688718526044
99,2.27722279314686,2.2330332940934436
100,2.2784514403825558,2.232981465215999
101,2.277578721172043,2.2322186270132316
102,2.279066138571494,2.2314387331277046
103,2.277659744081159,2.2314483906309293
104,2.278873353108208,2.231951199706442
105,2.2779343396990273,2.231194159187192
106,2.277802436129406,2.231103477486031
107,2.2764756592164317,2.2303288626260636
108,2.2758348793272964,2.2296299442142384
109,2.2761056346131245,2.229637515579909
110,2.2753634533212908,2.230208793208722
111,2.2740994022765952,2.2292392398947887
112,2.2746860290517152,2.228725431348614
113,2.2749496884193716,2.228460316792087
114,2.275427783198417,2.2290457026377175
115,2.2748311304047992,2.2286931036702233
116,2.2749176520490666,2.228931400788916
117,2.274968266259594,2.228288058418213
118,2.272812577267157,2.2281271350818974
119,2.275293416293739,2.228872305397421
120,2.2708914033904577,2.227561533376043
121,2.2738000679780606,2.2275739866697735
122,2.272412772517818,2.2269085754229647
123,2.2732471508718293,2.227132974829536
124,2.2725116090474806,2.2271400630549127
125,2.271459501107271,2.2277831745107686
126,2.2762130107690335,2.2275839797398946
127,2.273466299835819,2.227980028817597
128,2.270992739022514,2.227989988471098
129,2.2735651535969046,2.2283897743073022
130,2.272981162683429,2.2285941657627824
131,2.2704699205099317,2.227622303200328
132,2.2732624184586254,2.2279712393460933
133,2.2707636768633757,2.2277853615985315
134,2.272688419070464,2.2279255499221473
135,2.273884945629298,2.228164292262274
136,2.2698780042340334,2.2280698735024616
137,2.269919322122219,2.227686125642854
138,2.2712096627363194,2.2278633671951455
139,2.2704481557059006,2.2280114192298317
140,2.269399462621135,2.2276281803233555
141,2.271984405623151,2.227389953739744
142,2.271458307740221,2.2279036052077945
143,2.2699784511736536,2.22805970514516
144,2.2688282505673207,2.2274283379303825
145,2.269444979030465,2.2268873404616123
146,2.27170906068108,2.227349189065156
147,2.2686209109527553,2.2267256951662255
148,2.27045453743013,2.2267501403241914
149,2.2712863977211155,2.227226544567081
150,2.268341186225892,2.2267026626108275
151,2.269029948953788,2.226544588591639
152,2.268470019659539,2.226665398377208
153,2.268539814446048,2.2262296742668584
154,2.268296236754647,2.22580348830037
155,2.2696277778223584,2.2257307975471297
156,2.268910782166391,2.2260788094332074
157,2.2687574102156853,2.226284529149307
158,2.270853037991313,2.2267992070278497
159,2.269273695106618,2.226674268788967
160,2.267899201622839,2.226231435642891
161,2.2691097386330195,2.226808065433638
162,2.270145754365767,2.227743076067535
163,2.268932516087344,2.2271232550953597
164,2.2683465958309017,2.22683860512276
165,2.268675933980596,2.2270837275360593
166,2.2711807311468566,2.2272306429054174
167,2.26764441734811,2.2268494373102223
168,2.269106918777396,2.2262442866344188
169,2.267904370746353,2.226089971884929
170,2.2696578751115157,2.2270559750331635
171,2.267884736874735,2.2267375772758737
172,2.269002366451259,2.226747770445516
173,2.267963463332699,2.226012510258862
174,2.2666796404739906,2.226139141539791
175,2.2679216748264426,2.226531700881849
176,2.2683766042326132,2.226853086225035
177,2.2680992797701576,2.2267911112013357
178,2.2707906817795287,2.227376258328238
179,2.269865005340023,2.2280042081433487
180,2.2695048537049862,2.22837162548086
181,2.267106763096101,2.2278271378762473
182,2.2694948683380853,2.228206720664328
183,2.268783058915707,2.2283295704645116
184,2.2703882661965804,2.2283548039145398
185,2.267878808688838,2.228312241545856
186,2.269322754605943,2.228408976957871
187,2.269200923076066,2.2286747376357514
188,2.2662354021646363,2.2279669180968904
189,2.266584076428174,2.2271404483465402
190,2.2682966111740517,2.227789883247404
191,2.269939134800187,2.2284179997454157
192,2.268733902186258,2.228042826150277
193,2.2675710978254986,2.228179380766644
194,2.2686268681104984,2.228072858887263
195,2.268924696783116,2.2284930543743457
196,2.2673994241620554,2.2275925000775425
197,2.2666567861161653,2.2277524944518325
198,2.269410965991454,2.2281927474146372
199,2.2684828126259107,2.228301882093512
200,2.2695176295916197,2.228432909160715
201,2.267646669962279,2.228317848834679
202,2.2677766182507884,2.2283855852238332
203,2.26886602852056,2.2288875111601105
204,2.2682086421509315,2.2286302484087317
205,2.2670407012182725,2.228003715698428
206,2.2677845813524544,2.2277448439468017
207,2.270223379347491,2.228751167148489
208,2.2714025236780913,2.229500716642027
209,2.2695828936970375,2.2295435245328226
210,2.2709969631177596,2.229831227623911
211,2.269154339440983,2.229607304954449
212,2.270501071706894,2.23057980753522
213,2.268086898750075,2.2300400939049765
214,2.269950237479248,2.230393724185401
215,2.2688493009347135,2.2303535674131574
216,2.268535384483837,2.230583410427143
217,2.268254889591245,2.230069864711689
218,2.269445157230075,2.230590645225419
219,2.268433901747609,2.2302420459471977
220,2.269842573394756,2.2305962290025487
221,2.268023171760393,2.2296481612746173
222,2.269565997649762,2.2300855028894433
223,2.269229373823885,2.230715952547868
224,2.2689860451386803,2.230372715636656
225,2.270135418940082,2.23140955581617
226,2.2707049019358845,2.231496164891783
227,2.268049173916944,2.230806448256524
228,2.2699383225266843,2.2308935761901947
229,2.270447869506527,2.2317213061673273
230,2.2688762090151235,2.2315218974900657
231,2.269543319458967,2.2317669986928155
232,2.270464452870218,2.232235097304843
233,2.26926532709685,2.231715474266792
234,2.271482656104887,2.2324031045643964
235,2.2695431048549426,2.232209034142152
236,2.270815442272506,2.231749610044453
237,2.2677328565342463,2.2320353282483447
238,2.2700984748299606,2.232247210529438
239,2.2697098231191233,2.2323584492547743
240,2.269629679042915,2.2321808303147868
241,2.270652535914586,2.2328952951587353
242,2.268888576929617,2.2321154809128174
243,2.2693326674370473,2.2322861583003766
244,2.2688456563370756,2.2317286704299932
245,2.2702815199280564,2.2319457922169903
246,2.268920082341534,2.232028261433616
247,2.271122932221723,2.2323932710736427
248,2.270326743949262,2.2323371798763043
249,2.2696575091561373,2.2320048942117694
250,2.2713657865877415,2.232367324268823
251,2.2695389369741803,2.232363742987648
252,2.270627009836768,2.232248183113159
253,2.268839824926248,2.232543934006877
254,2.2714840328288393,2.2332017866943845
255,2.2690589987059133,2.2329821421526783
256,2.2709743650166767,2.2327535755735357
257,2.2712304089448274,2.2330135470721286
258,2.272726240375294,2.2336035368075353
259,2.2720874485919182,2.2336520570394027
260,2.270649241861124,2.2335120820218757
261,2.2710958542540443,2.23339661249232
262,2.2696792855792443,2.2335027136624586
263,2.269515029740009,2.233128604496721
264,2.270365049584492,2.2333396138436545
265,2.2690441434597877,2.233033048471282
266,2.270251349284003,2.2330552016893357
267,2.270826126968213,2.233965600482366
268,2.2709467074603795,2.2335973596352767
269,2.2710909746973127,2.2338807088609407
270,2.2705582230581642,2.2337155382121954
271,2.2730855301054764,2.234772024562866
272,2.270191482284746,2.2346552778981184
273,2.270880409257226,2.2345908264427488
274,2.2719456927135315,2.2350777226038656
275,2.2713003997084353,2.235110653382212
276,2.271384526002891,2.2349540356873367
277,2.271433139548136,2.234837941246977
278,2.271685921549721,2.2350581357622166
279,2.2729458924482944,2.235387947096126
280,2.2710042873522847,2.2354904839935497
281,2.272330251597375,2.2359508798745718
282,2.271664959857415,2.2352995612368183
283,2.272733868192301,2.2355927385505487
284,2.272654596335531,2.236447759300933
285,2.273393171102677,2.2365644053156215
286,2.272844479790564,2.2362705487640677
287,2.270582775287553,2.2359254753394535
288,2.2717811839546256,2.2357294605501647
289,2.2726064583836263,2.2361722471731027
290,2.273379657207547,2.2366648934941007
291,2.2739565114602436,2.2365365330531626
292,2.273262015795462,2.236815990743345
293,2.2740253458982935,2.2369757245880586
294,2.273302948373255,2.2369987360329575
295,2.273490734812655,2.236963695305213
296,2.272312696539183,2.2364057361004086
297,2.273748305117239,2.237023536467622
298,2.275468637506718,2.2380037121646703
299,2.2735207731569975,2.2380440340190186
300,2.274586122960349,2.2381024122538307
301,2.276203211732062,2.238476772144268
302,2.2739228317036493,2.2388876832136826
303,2.2733201441502113,2.2382786046843344
304,2.2732955391647587,2.2383017444930755
305,2.27525247382608,2.238794572204289
306,2.2727486537846464,2.238857070288136
307,2.273586054129794,2.2387503735217735
308,2.2729456465668103,2.2387273475696596
309,2.274302259051537,2.238382047932537
310,2.2747295393047633,2.2385967474147845
311,2.2749645231273403,2.238425697942166
312,2.273606055594989,2.2383223633480034
313,2.27410924636403,2.237899550859337
314,2.2730657403622896,2.2378374917938384
315,2.274813360287528,2.238021380552163
316,2.2727498547056126,2.2375761766269635
317,2.2736756487010408,2.238362869093811
318,2.275045412341243,2.238765089841035
319,2.2731098790768827,2.238457663540474
320,2.2737914938282944,2.2380413625903657
321,2.2748895367072546,2.2384162443403532
322,2.2754956655396748,2.23896524058737
323,2.2741202563635188,2.2385667158783957
324,2.2755911556845296,2.2398365597438774
325,2.274931050724224,2.2400701659295024
326,2.273488530191639,2.2399588169493296
327,2.273226989500243,2.2394000422389277
328,2.2751868266552093,2.2392181426699405
329,2.2755233125386916,2.2393146440655656
330,2.2757949959550716,2.239879952625622
331,2.2742222524626685,2.2395166264228643
332,2.275266228081358,2.239804845770717
333,2.275526647729142,2.2404246245218933
334,2.275973809919735,2.2409440251493273
335,2.2762933513987442,2.240704220680944
336,2.274411147386158,2.2403204135918786
337,2.276212667172033,2.240762416124844
338,2.274520069121829,2.240171445901785
339,2.2757649790893333,2.240490869269169
340,2.2760769361636006,2.240627826986021
341,2.2762629463405974,2.240565629951903
342,2.275628158891151,2.2403557289562155
343,2.2764277274955362,2.2406187551740935
344,2.275884794937107,2.240368426371361
345,2.275975874717461,2.2405168265792135
346,2.274980734832294,2.2404813485339665
347,2.2761031136984196,2.2407103905495704
348,2.2770436317020586,2.241086655887695
349,2.275791703357786,2.241002734048598
350,2.275479701627437,2.240343393521103
351,2.2757631733696915,2.2404209833109126
352,2.276803406705564,2.2404610321294647
353,2.2761972594585775,2.2409826405549618
354,2.275481617652455,2.2412497200887844
355,2.2764053155120236,2.241303408591126
356,2.276056226693214,2.240991355589444
357,2.274467447177495,2.240282078825822
358,2.277426113714045,2.241291255946926
359,2.2758553587521195,2.241144828820399
360,2.2759454005212634,2.2407197296944577
361,2.275191268994921,2.2403740002435644
362,2.2770114795353775,2.2412213702888186
363,2.2772158013149775,2.2412511845171275
364,2.2769627600229487,2.2417165075487016
365,2.2774964411274774,2.241892047554717
366,2.2777056005077214,2.24276860981892
367,2.2768906128135007,2.242315270347451
368,2.2763780458447647,2.242462431238921
369,2.2783175108769207,2.242765936689421
370,2.2781025353453668,2.243036037325809
371,2.2770057537580266,2.242501753696213
372,2.2760826022680485,2.2420231609648633
373,2.2774280405390397,2.2425279936468305
374,2.2765756962726797,2.242202412816991
375,2.278755140996249,2.2428223193317116
376,2.277046292288368,2.24279588458421
377,2.2769614693954376,2.2430875379399895
378,2.2764432553738976,2.2428845166659785
379,2.2774769204432523,2.242919883155743
380,2.277198257511817,2.24262661899882
381,2.279179356695511,2.243454895847943
382,2.277814235740649,2.2433488762183598
383,2.277683635752443,2.2434781513142075
384,2.2796234031536,2.244094019520448
385,2.277115231419447,2.243692371458053
386,2.2768278695621142,2.243092080799412
387,2.2783559668623834,2.243254937497298
388,2.279492849034956,2.2439833174620265
389,2.2772088962772874,2.2437212286103536
390,2.27874269790664,2.244285117764459
391,2.277661235994746,2.2434141556855463
392,2.2789840589028945,2.2437329973636233
393,2.27785924597693,2.2436276005437983
394,2.277583565932222,2.2435984973691365
395,2.278123706727101,2.2434796512602158
396,2.278757829128566,2.2429878049371026
397,2.277943153662875,2.243494926557489
398,2.276879437811002,2.2430038495169833
399,2.278756434566451,2.2435622753538706
