epoch,loss,lr,val_loss
110,0.007101414080663014,1e-12,0.033594707036860544
111,0.007208491887159448,1e-12,0.03333449537969116
112,0.007130263639433366,1e-12,0.03347968637138159
113,0.007239937468767716,1e-12,0.03371360725718883
114,0.007218192138775267,1e-12,0.033776291473769884
115,0.007169539967441813,1e-12,0.033778593802987485
116,0.007066674706444588,1e-12,0.03354167941757624
117,0.007208581803373288,1e-12,0.033819636366967665
118,0.007105428855422944,1e-12,0.0334616962563121
119,0.0071971192320532075,1e-12,0.03352432938911854
120,0.007222160364075284,1e-12,0.03378245389902762
121,0.007195765398357394,1e-12,0.03342710575603353
122,0.00705153632715005,1e-12,0.033542428375248824
123,0.007138416067449635,1e-12,0.03365152945763691
124,0.007207610364297685,1e-12,0.03361134639753549
125,0.007226762192346496,1e-12,0.033465445031679183
126,0.007223368251885309,1e-12,0.03355368029079513
127,0.007192924690344436,1e-12,0.033464043580981234
128,0.00722680160346785,1e-12,0.03357011183393775
129,0.007183729261587633,1e-12,0.03354859910783455
130,0.007062050169386175,1e-12,0.033779352673767186
131,0.007216918667669267,1e-12,0.0335581974696932
132,0.007221838332096191,1e-12,0.03349176330554916
133,0.007072964197939599,1e-12,0.03360185635619817
134,0.007189041882205945,1e-12,0.03351736879854634
135,0.007256442308055549,1e-12,0.03353491081141233
136,0.007185190178245868,1e-12,0.033568541142739834
137,0.0071176218279636405,1e-12,0.033545978295887215
138,0.0070754671751495305,1e-12,0.03383070030912606
139,0.007064308498794676,1e-12,0.03350208391063399
140,0.007110814363331867,1e-12,0.03365118368299356
141,0.00714755408301025,1e-12,0.033746021274346186
142,0.007160215954571244,1e-12,0.03350027393100084
143,0.007102805416855318,1e-12,0.03349301776673202
144,0.007125981300314172,1e-12,0.03377914281635798
145,0.007198792940306323,1e-12,0.03392200855936845
146,0.007194840272107123,1e-12,0.03368045900305958
147,0.007259360821580222,1e-12,0.03365136647303668
148,0.007130504122042311,1e-12,0.0336383958940481
149,0.007190663504251556,1e-12,0.03350794898808602
150,0.00709449205053771,1e-12,0.033738742244789
151,0.007216940828176513,1e-12,0.033735970810278244
152,0.007043539859323226,1e-12,0.03392494841190511
153,0.007235929530121614,1e-12,0.03347415274784372
154,0.0072290103527708,1e-12,0.03354471300636129
155,0.0071097917937282895,1e-12,0.0335433600397072
156,0.0071058348365646284,1e-12,0.033570001898096606
157,0.0071793086848791965,1e-12,0.03370312132060207
158,0.007135928542152609,1e-12,0.03359521962757458
159,0.007152944334297935,1e-12,0.03400999682024134
160,0.007137351595390866,1e-12,0.03378636048803373
161,0.0071272927683642484,1e-12,0.03386062125581181
162,0.007189505915615252,1e-12,0.033403627963286345
163,0.007229108226020632,1e-12,0.033574672406491035
164,0.007188190454887456,1e-12,0.03399757330493102
165,0.00727634015739612,1e-12,0.033618841223938316
166,0.00710143343101738,1e-12,0.03364289322508382
167,0.0072248393476307335,1e-12,0.03386140439783705
168,0.00725440726898644,1e-12,0.0332799292220781
169,0.007201711189899267,1e-12,0.033646178492435945
170,0.007191140168126579,1e-12,0.03325440514248255
171,0.007128543970943094,1e-12,0.0336913208659131
172,0.007194586398072316,1e-12,0.03368301466554665
173,0.007236194075268894,1e-12,0.033515807361866115
174,0.007186122786225686,1e-12,0.033548611326737345
175,0.007085341576402276,1e-12,0.033774468752267445
176,0.007170413977489669,1e-12,0.03344092770666382
177,0.007188192393527376,1e-12,0.033283652376529554
178,0.007150704729356906,1e-12,0.03341140344739719
179,0.007132841428143469,1e-12,0.03373054594067751
180,0.007227588139732555,1e-12,0.0336356091784001
181,0.007143720150300923,1e-12,0.03368260757278392
182,0.0072134686818495055,1e-12,0.033594516976710516
183,0.007258367558285896,1e-12,0.03360853288654127
184,0.0070752243653431765,1e-12,0.03365582051065506
185,0.00716869350937195,1e-12,0.03385747966728502
186,0.007097254429012442,1e-12,0.03330833797996669
187,0.007135194100886322,1e-12,0.03380296905354096
188,0.007119883949105896,1e-12,0.03384412394723582
189,0.007129225566469342,1e-12,0.03366255013257173
190,0.007231715391211183,1e-12,0.033569809983174444
191,0.007141587259643559,1e-12,0.033438643461364624
192,0.007150347103922928,1e-12,0.03374527728716133
193,0.00709532366505605,1e-12,0.03389915505258402
194,0.007175111458641611,1e-12,0.03369835500030381
195,0.007138348564518568,1e-12,0.03362803450753021
196,0.007100573179319067,1e-12,0.03351805502948979
197,0.007117727581254194,1e-12,0.03351406290908095
198,0.007052665149095718,1e-12,0.034003145411836855
199,0.007183612775928618,1e-12,0.03346698158000721
200,0.007186041022408265,1e-12,0.03382026118090003
201,0.007108036880689533,1e-12,0.03326127171208326
202,0.007189413427147127,1e-12,0.03351321462043897
203,0.007184056999356224,1e-12,0.03382145880484753
204,0.007185381064043731,1e-12,0.03349405135846832
205,0.0072508717412703835,1e-12,0.03351432279446144
206,0.007134426171621588,1e-12,0.03409626602110994
207,0.007106207224535041,1e-12,0.033623039426695936
208,0.00713181237321364,1e-12,0.03359824558224403
209,0.007161981181897205,1e-12,0.033835325302317205
210,0.007108676034918079,1e-12,0.033856723035626264
211,0.007120215766318559,1e-12,0.03360448483504534
212,0.007262698839595108,1e-12,0.03382758432007918
213,0.007110416428032868,1e-12,0.03335535931259609
214,0.007226650623342066,1e-12,0.03375881276504393
215,0.0071564986224107174,1e-12,0.03393262783331015
216,0.007124870022088574,1e-12,0.033565154306333674
217,0.007195787477013058,1e-12,0.033420113664828124
218,0.006989434349651091,1e-12,0.03352373277362062
219,0.007160587057729951,1e-12,0.03381820262497251
220,0.007113969442377498,1e-12,0.03359709116335248
221,0.0070840584928199115,1e-12,0.03365765677420054
222,0.007185760230030433,1e-12,0.03369643265749602
223,0.007064531750216688,1e-12,0.03367901599468486
224,0.007110990083886355,1e-12,0.03376422388927748
225,0.007161963695380855,1e-12,0.03357540501769931
226,0.007097806848549713,1e-12,0.033502475566906914
227,0.007150650570912716,1e-12,0.03310251754255858
228,0.0072467126144564525,1e-12,0.03338496664168773
229,0.007142750055922325,1e-12,0.03382989149165634
230,0.007121850351631475,1e-12,0.033684072797192044
231,0.007275651435919572,1e-12,0.03401026413229055
232,0.00716152464374693,1e-12,0.03353351534542787
233,0.007176474646005848,1e-12,0.033469134314045586
234,0.00726722932671869,1e-12,0.03352472943461269
235,0.007156996100723692,1e-12,0.03365570042018114
236,0.0071517956170587815,1e-12,0.03372299919249745
237,0.007076119056085565,1e-12,0.033643149941727325
238,0.007261027608310233,1e-12,0.033702751925997206
239,0.0071870448831700086,1e-12,0.03357604096513166
240,0.00717117159462908,1e-12,0.03383381221562215
241,0.007118433691880995,1e-12,0.03352736105247911
242,0.0072311740245447715,1e-12,0.03348690362921144
243,0.007249907371301734,1e-12,0.033645876037295123
244,0.007017877931486948,1e-12,0.03339764683761364
245,0.007207706605185957,1e-12,0.033782672006432514
246,0.007177951372003713,1e-12,0.0335102089862751
247,0.007137737734762546,1e-12,0.03367907330260025
248,0.007198395013206032,1e-12,0.03377554142470892
249,0.007184526555070476,1e-12,0.03376249372307268
250,0.0071708671906593555,1e-12,0.03380948546362386
251,0.007259480659682182,1e-12,0.03330701004588217
252,0.0071994798900896105,1e-12,0.03358520400838804
253,0.007215809022008027,1e-12,0.03394146999400663
254,0.007182463923453686,1e-12,0.03374248117204633
255,0.0073150561413056845,1e-12,0.03383865858920908
256,0.007104691083904332,1e-12,0.033615596133040875
257,0.007146675057161974,1e-12,0.033486089296636094
258,0.0071818895898482955,1e-12,0.03372021212386405
259,0.007199615723083075,1e-12,0.03388473808403166
260,0.007129735640081993,1e-12,0.03341162109751675
261,0.007138973987361544,1e-12,0.033969461973640216
262,0.007246631034435191,1e-12,0.03371801329660589
263,0.007166123971084412,1e-12,0.03353775684147217
264,0.007085306145773491,1e-12,0.03362622048867165
265,0.007219800112620114,1e-12,0.033452582087662684
266,0.007200431706850976,1e-12,0.033879137829051484
267,0.007199334866378463,1e-12,0.03379924928276814
268,0.0072280661829375505,1e-12,0.0336058901131647
269,0.007112437023579355,1e-12,0.03348859293630492
270,0.007276713127204761,1e-12,0.03346618715561786
271,0.00724609608271489,1e-12,0.033622663343520334
272,0.0071162732383902305,1e-12,0.033838921239683115
273,0.007075897417893132,1e-12,0.033482733559810574
274,0.007201104100706293,1e-12,0.03363719199834533
275,0.0071712514025087494,1e-12,0.03357427509524296
276,0.007150432283366515,1e-12,0.03363517736999687
277,0.007172764004318028,1e-12,0.03360328440879645
278,0.007111951786267105,1e-12,0.03357936124283785
279,0.007191649505372297,1e-12,0.033564088775864524
280,0.0071654102186327236,1e-12,0.03358539408473738
281,0.007148356496628765,1e-12,0.03359916828627937
282,0.007149858163861213,1e-12,0.033516826816938156
283,0.007208318882549951,1e-12,0.03360524027017858
284,0.0071505742222458665,1e-12,0.03357673776016061
285,0.007140751759995878,1e-12,0.03333480049881376
286,0.007218362381665648,1e-12,0.03354679623400007
287,0.007115153093563358,1e-12,0.033557470174324776
288,0.007147729275353438,1e-12,0.033482432879703865
289,0.007095251216429674,1e-12,0.03343292613984625
290,0.007143429585242673,1e-12,0.03371673062328787
291,0.007196244513041412,1e-12,0.033609555339907546
292,0.007169239541478528,1e-12,0.03360414397884298
293,0.007175114469940977,1e-12,0.03345974155609772
294,0.007210733050217109,1e-12,0.033584251901510195
295,0.007194991094076826,1e-12,0.033759897622641456
296,0.007142353731693908,1e-12,0.03381916156517568
297,0.007140510268324412,1e-12,0.03369278300217962
298,0.007190658922989316,1e-12,0.03357111803611827
299,0.007159851676225252,1e-12,0.033742454936640236
300,0.007187310367175471,1e-12,0.03363123377029218
301,0.007264418442281332,1e-12,0.03343335615128871
302,0.007179693006225288,1e-12,0.033566198788383766
303,0.007182041555187513,1e-12,0.03372024436114258
304,0.007163072962557251,1e-12,0.033853896688779896
305,0.007213817776046972,1e-12,0.03360027117514029
306,0.007153559056704827,1e-12,0.03334678955469029
307,0.007254069904831252,1e-12,0.03384204727737863
308,0.007219140982751941,1e-12,0.03359606552539134
309,0.007187229029408261,1e-12,0.03346652894173503
310,0.007154493390551392,1e-12,0.03357167740727882
311,0.007248621602551731,1e-12,0.033625844348161266
312,0.007232914778060101,1e-12,0.03366351029261446
313,0.007278083453216825,1e-12,0.03351944675047315
314,0.007231318796867257,1e-12,0.03345915282058791
315,0.00723075692659064,1e-12,0.033578708659749656
316,0.007212154191892277,1e-12,0.033429853536018954
317,0.007327119054459975,1e-12,0.03348902938303626
318,0.007267175809321436,1e-12,0.03375579137793573
319,0.007133857922138246,1e-12,0.03374094096030437
320,0.007075653064488305,1e-12,0.03373064875042087
321,0.0071207420147466,1e-12,0.03371227079462172
322,0.007156709490659663,1e-12,0.03389351937744782
323,0.0071934534424990424,1e-12,0.03345427804760904
324,0.007151311659305453,1e-12,0.033537271387817674
325,0.007172361857483472,1e-12,0.03353366806002626
326,0.0072191000733726664,1e-12,0.033454548627454776
327,0.007072035407229755,1e-12,0.03365147765485476
328,0.007078197246454607,1e-12,0.03337435337998935
329,0.0071082109562591,1e-12,0.033359869509874594
330,0.007182878371529216,1e-12,0.03359363238953212
331,0.007190515830012759,1e-12,0.03338070988154701
332,0.007203143588295427,1e-12,0.03359793150667854
333,0.007109406271623866,1e-12,0.03369922203540907
334,0.007124499568695447,1e-12,0.0338404575478521
335,0.007093854596085453,1e-12,0.03353099287813099
336,0.007165658260658578,1e-12,0.03347681751444388
337,0.0071338239423168505,1e-12,0.03360881358262089
338,0.00715250185429705,1e-12,0.033917684723463994
339,0.007240103520968097,1e-12,0.03361231729713996
340,0.007039995311524531,1e-12,0.033606703275772226
341,0.007207005987781838,1e-12,0.033544850403672936
342,0.007087950071234661,1e-12,0.033655567852992244
343,0.007105363152396088,1e-12,0.03397506711730875
344,0.007141754698188964,1e-12,0.03347430697526002
345,0.00717740252458222,1e-12,0.033638075581332604
346,0.007152518892682729,1e-12,0.033602152808141814
347,0.007172640054790031,1e-12,0.03374588317366737
348,0.007070704799841877,1e-12,0.033652124511277935
349,0.007032449131403667,1e-12,0.033472360926936555
350,0.007130206027679646,1e-12,0.03343533011423517
351,0.00722923852712051,1e-12,0.03380592040363601
352,0.007246623856642146,1e-12,0.03361182680797347
353,0.0071815723540182815,1e-12,0.03343180852657419
354,0.007146299552770073,1e-12,0.03345396035137898
355,0.007163435146730042,1e-12,0.033434863387444495
356,0.007157211084209118,1e-12,0.033446316171017544
357,0.007279889414200795,1e-12,0.033508511074979624
358,0.0071189471628469395,1e-12,0.03360289058288457
359,0.007017676686789617,1e-12,0.03379235502877262
360,0.007111527446277339,1e-12,0.033721910930769095
361,0.007200671832616966,1e-12,0.03345817523247496
362,0.0071713800307266345,1e-12,0.033444707657784796
363,0.007165048560018765,1e-12,0.033561983137305955
364,0.007133258515435229,1e-12,0.033618470521194516
365,0.007175308135775721,1e-12,0.03370021995157199
366,0.007284066088374525,1e-12,0.03357283103378191
367,0.007204539928330751,1e-12,0.03370786257219569
368,0.00721168256240932,1e-12,0.033530848556268075
369,0.007215046776751641,1e-12,0.03364524497728278
370,0.007254163970135163,1e-12,0.033641413715310965
371,0.0071256044321350645,1e-12,0.03351723960467344
372,0.007165790102582116,1e-12,0.03313486900954627
373,0.007189580006617735,1e-12,0.03371129079466217
374,0.00722451467670433,1e-12,0.03349055177970374
375,0.007145817195652215,1e-12,0.03388261865466333
376,0.0071892552941880935,1e-12,0.03331288032484722
377,0.00707201302480914,1e-12,0.03388737545354988
378,0.006981514227483251,1e-12,0.03385557431950164
379,0.007112080101090316,1e-12,0.03378648842415293
380,0.007161770441342753,1e-12,0.033820654133492514
381,0.00720781138541011,1e-12,0.03367639904466393
382,0.007149735612259921,1e-12,0.03390131101778907
383,0.007329315591052271,1e-12,0.03362442656344011
384,0.007344521031458562,1e-12,0.03379078358689128
385,0.007261407026839245,1e-12,0.03384857786395247
386,0.0072087186862110865,1e-12,0.033669269474189016
387,0.007050599331834768,1e-12,0.03337389939121222
388,0.007128524473039343,1e-12,0.03369954728610658
389,0.0071365411548157155,1e-12,0.033591554883030596
390,0.00711940043844039,1e-12,0.0336086087675842
391,0.007095804843988353,1e-12,0.03353594481687079
392,0.007171868904777605,1e-12,0.03374922934319297
393,0.007160930364274049,1e-12,0.0335894847658462
394,0.007180034578443263,1e-12,0.03359313588866488
395,0.007222329056869351,1e-12,0.0335575279961599
396,0.007249319300588663,1e-12,0.03344127497007764
397,0.007203414019871144,1e-12,0.03376395912077343
398,0.007100052272724942,1e-12,0.03367728903224769
399,0.007147890236499211,1e-12,0.03358012307981358
400,0.007159960395860178,1e-12,0.03357463335117438
401,0.00719704360048653,1e-12,0.03381625477040183
402,0.007041285809320576,1e-12,0.03336524210810511
403,0.007193405943966719,1e-12,0.033466583508096934
404,0.007248268825381335,1e-12,0.03350962991373711
405,0.007220536296535563,1e-12,0.033724928817204375
406,0.007093581969064326,1e-12,0.03358473635953663
407,0.007197435792155919,1e-12,0.033746016611567724
408,0.007229597210998976,1e-12,0.03380743383935599
409,0.00721315920023794,1e-12,0.03367898456842927
410,0.007301872841318028,1e-12,0.033488532762990846
411,0.007213496944671226,1e-12,0.03373603836969061
412,0.007258740340299256,1e-12,0.03371286248060299
413,0.0070689489543957415,1e-12,0.03394813994947132
414,0.007202546768651628,1e-12,0.03368557360035109
415,0.007210770092921224,1e-12,0.03356412495906941
416,0.007160998546584739,1e-12,0.03364418945118939
417,0.007190678743641682,1e-12,0.033809253854620545
418,0.007245419160585041,1e-12,0.033499396007946804
419,0.007073224620508465,1e-12,0.03352491242949627
420,0.007274019185493353,1e-12,0.033933148858773604
421,0.007166849701055353,1e-12,0.033626022678321585
422,0.007155709755253786,1e-12,0.03369488464293138
423,0.007069913910252841,1e-12,0.033778451558083816
424,0.007176676137861151,1e-12,0.03358504915754195
425,0.007325940441873417,1e-12,0.03381017047218958
426,0.007138869147636621,1e-12,0.033773575001960675
427,0.007135284898664385,1e-12,0.033796570602104316
428,0.00723022961512674,1e-12,0.03380060933208059
429,0.00722383874184642,1e-12,0.03356809905953065
430,0.007160283277824032,1e-12,0.03389963644254389
431,0.007172435682600502,1e-12,0.03384840885486377
432,0.007163247204668655,1e-12,0.033851966737029254
433,0.007182128523666773,1e-12,0.033637306355299636
434,0.007081334774519001,1e-12,0.0336092632377694
435,0.007092249410000817,1e-12,0.033666633228747044
436,0.007262770962170113,1e-12,0.03366354811534937
437,0.007386722405202694,1e-12,0.03373514848757532
438,0.0071824874246213585,1e-12,0.03377179265167636
439,0.00718256182161262,1e-12,0.0336850896860781
440,0.0071467770185075314,1e-12,0.03370830207449213
441,0.007181216012453461,1e-12,0.03345725292267458
442,0.00711607495398834,1e-12,0.033937257836702914
443,0.007307993023016507,1e-12,0.03343293007540544
444,0.007117157828740058,1e-12,0.03372472374441171
445,0.0071485019026196125,1e-12,0.033803296347545427
446,0.007154968672483555,1e-12,0.03356498698903284
447,0.00728266487529969,1e-12,0.03373707179744393
448,0.007181344442211963,1e-12,0.03354710012530934
449,0.0070598994922388665,1e-12,0.03386142872956158
450,0.007120496621402611,1e-12,0.03347895209951314
451,0.007240315629355836,1e-12,0.033524898097300915
452,0.007142899592110523,1e-12,0.03374035960779218
453,0.007173054996969017,1e-12,0.03367461231494489
454,0.007138644905028066,1e-12,0.033898176470408145
455,0.007202321214396621,1e-12,0.03370233668422239
456,0.0072350723869528755,1e-12,0.033649658107971575
457,0.007105745798469296,1e-12,0.03372137457534807
458,0.007187918913878749,1e-12,0.03371822638143763
459,0.007228266436026473,1e-12,0.03387219243558506
460,0.0070772383916314595,1e-12,0.033509312604542554
461,0.007094937496493935,1e-12,0.033918372547773086
462,0.007154795427270037,1e-12,0.0337484641668165
463,0.00715996117889534,1e-12,0.033596042540247874
464,0.007255763873072781,1e-12,0.03339744994484112
465,0.007155191440815202,1e-12,0.03355428538224235
466,0.00713262481133491,1e-12,0.03361237063476188
467,0.007083953925389422,1e-12,0.033513275097965395
468,0.007047808138133742,1e-12,0.03375034916602872
469,0.0070702342131807785,1e-12,0.033850082842839774
470,0.007232241251176675,1e-12,0.03350494674165384
471,0.007122170720888939,1e-12,0.03343150524833627
472,0.00701748085937302,1e-12,0.0335636653665056
473,0.007185025564960736,1e-12,0.03371077672239495
474,0.007065218059477695,1e-12,0.03370191475775573
475,0.007101624821679358,1e-12,0.03371920476765297
476,0.007205010896569772,1e-12,0.03373218293929081
477,0.007196848852819291,1e-12,0.033548215839741644
478,0.007227138078469637,1e-12,0.03367557020376418
479,0.007240547849587466,1e-12,0.03343274174904569
480,0.007163169543736155,1e-12,0.03363008635979501
481,0.007178343125809256,1e-12,0.03360651833901648
482,0.007176001980248757,1e-12,0.033801541906809916
483,0.0071463594631059404,1e-12,0.03384059980966373
484,0.007160964916737157,1e-12,0.03353580586277592
485,0.007192501739801044,1e-12,0.033363691629227046
486,0.007232434612944493,1e-12,0.03368807514284568
487,0.007146522850856975,1e-12,0.034132937836482
488,0.007317413725112217,1e-12,0.03380872283548381
489,0.007205503641704455,1e-12,0.0337901743934692
490,0.007141209501851105,1e-12,0.033597225764572206
491,0.0071455978978075515,1e-12,0.033881957484905766
492,0.007190342203656515,1e-12,0.0334468025454636
493,0.007158674094006777,1e-12,0.03376114863516092
494,0.007157082491817379,1e-12,0.03346174095908185
495,0.007132929394906529,1e-12,0.03365223488089905
496,0.007178751497452893,1e-12,0.033781841389341774
497,0.0072135582986979025,1e-12,0.03362063031090538
498,0.0070896985115635695,1e-12,0.03369407978526978
499,0.007003935608768294,1e-12,0.033575992681689586
500,0.007158940088336137,1e-12,0.03385535839901217
501,0.007294645674381159,1e-12,0.03361396801003235
502,0.007222591528315052,1e-12,0.03350370245190366
503,0.007237733582119232,1e-12,0.03350074507154216
504,0.007262229230763618,1e-12,0.033782917683196426
505,0.007054392379393483,1e-12,0.03341107209322461
506,0.007255055410176701,1e-12,0.03363318365559721
507,0.007064407583849052,1e-12,0.03372769956088591
508,0.00711961026353048,1e-12,0.03374711400386663
509,0.007145383491886955,1e-12,0.03359076368072903
510,0.007026470029399359,1e-12,0.03360741590840411
511,0.007359536029029263,1e-12,0.0336587621505935
512,0.007142220342542213,1e-12,0.033615015321448054
513,0.007168555458044049,1e-12,0.033743382215470456
514,0.00712126289360722,1e-12,0.033614968163972574
515,0.007158886890290288,1e-12,0.03360722895847841
516,0.007107678756625837,1e-12,0.033691708861041086
517,0.007172153159396314,1e-12,0.03397099011863172
518,0.007199142193691545,1e-12,0.033513100974999106
519,0.007068746932062272,1e-12,0.033695431465692975
520,0.007180809562885763,1e-12,0.03381112283158518
521,0.007126392240182553,1e-12,0.03377957920921751
522,0.007256100422204803,1e-12,0.03365367960626668
523,0.0073155999096166215,1e-12,0.033900243688894875
524,0.0072748324138802644,1e-12,0.033872219929751285
525,0.007166540429947047,1e-12,0.03369189483394695
526,0.007163938483602296,1e-12,0.03337163558585416
527,0.007117587877737766,1e-12,0.034004665585230534
528,0.00711890184580507,1e-12,0.03380591229703584
529,0.007129884825959443,1e-12,0.033612423718037854
530,0.007162998091151531,1e-12,0.03359969136031258
531,0.007156301010575632,1e-12,0.03362921821500582
532,0.0071628337306408225,1e-12,0.033782438218181415
533,0.00701260815982991,1e-12,0.03347240984664892
534,0.007102003665527009,1e-12,0.03401881186609901
535,0.007054421813702479,1e-12,0.03363039021345794
536,0.007065471835460545,1e-12,0.03362194423522519
537,0.007268681018015986,1e-12,0.03375102830432073
538,0.007136788409884799,1e-12,0.03389073418947828
539,0.0071473023663911,1e-12,0.033579234438200205
540,0.00710302825684442,1e-12,0.033708487014425186
541,0.007168723488235011,1e-12,0.03348275693345494
542,0.006977785459232231,1e-12,0.03375943101273103
543,0.0071307237853129625,1e-12,0.03347000359007713
544,0.007164886253777119,1e-12,0.03359330002680642
545,0.0071724964905164265,1e-12,0.033938839825866006
546,0.00710155130207406,1e-12,0.03371152459860746
547,0.007136793593309663,1e-12,0.03375305728312729
548,0.007117116661603904,1e-12,0.0335694293768874
549,0.007209349908685807,1e-12,0.033743360393972265
550,0.0072388870407390105,1e-12,0.03378496817239331
551,0.007161432927372025,1e-12,0.03347896852879912
552,0.007143789874763338,1e-12,0.03359819054215106
