epoch,acc,loss,val_acc,val_loss
0,0.11156238024101361,0.04885731589166592,0.1362725471301314,0.04349503975234672
1,0.13475435926177162,0.045837254349283596,0.17818971600510433,0.04571532315475668
2,0.15500000408884523,0.044474988146906806,0.19388777808377702,0.04468461242551077
3,0.16668534364285645,0.04376031032695963,0.22094188587934166,0.04364420505677292
4,0.17707691831471145,0.043347053914096906,0.2364729462277316,0.04281123958990903
5,0.18434541887750774,0.04308627670336875,0.22578490533696147,0.04298641967898858
6,0.1897232685396517,0.04295724293491592,0.2510020041797228,0.04263120566407043
7,0.19113775514494866,0.042838819149880976,0.2528390130270758,0.04229697917694439
8,0.19417680041755683,0.04278822087135865,0.24432198075346187,0.04279953753109088
9,0.19734188939070282,0.042710927127497945,0.2528390118064646,0.04257386089311931
10,0.19427483390700978,0.04273154170179185,0.2563460260920809,0.042338851480959415
11,0.1987980536796728,0.04268325994294928,0.23697394999360036,0.04302707676568585
12,0.19905047733667458,0.042661678632401494,0.2419839698489091,0.04291588182604026
13,0.19958266029495944,0.042648293771624775,0.2459919824953637,0.04274335271400775
14,0.19818217844867844,0.042633518296980026,0.25033400464384914,0.042602185742231555
15,0.20008683349730808,0.04264425921044285,0.23580494516702716,0.04263979275682885
16,0.19777603872931343,0.042602169576350546,0.251336006858276,0.04289092232504923
17,0.19959666492187586,0.04260291944028723,0.24432197973535272,0.042565861015108404
18,0.20018486746757827,0.042600342049225595,0.24398797675817907,0.042839894948418965
19,0.198854409326015,0.04259145133454829,0.246325984675594,0.043135424557035576
20,0.19973671296718382,0.042609467300258295,0.24933199672203862,0.04292888063676133
21,0.19864433724647088,0.04259390177169833,0.2391449567481114,0.04263744751114645
22,0.1998767611197574,0.04257383182541335,0.23947895904685668,0.04250897237945176
23,0.20082908906353522,0.04257391365053513,0.2399799582531642,0.04247900013455408
24,0.19944261164800386,0.04258830513270701,0.24231797022621832,0.04279163844868511
25,0.2022015611791312,0.04256988698068296,0.2433199749994493,0.04300219928453824
26,0.1992605495122152,0.04255997657593903,0.24298597489556442,0.04235623940407394
27,0.2030838641170213,0.0425600186733263,0.24716098980795226,0.04292458446625478
28,0.20311187399712693,0.04253170999325989,0.25167000841326964,0.04237950527909882
29,0.1949890798740254,0.042617652010548034,0.23663994825943438,0.04243543071444622
