epoch,acc,loss,val_acc,val_loss
0,0.11814926945147518,0.0479252522986926,0.13241785418108845,0.0445497759534279
1,0.1417819317863127,0.045553063000155776,0.19208762832369625,0.04364301117941876
2,0.1630414979687854,0.04430213011238905,0.20680071993778007,0.04291165953519416
3,0.17808046431565044,0.04356927050492456,0.2025502750274596,0.042210867302332394
4,0.1883732396006827,0.043137807785870445,0.20778159539033936,0.04224250200348429
5,0.1924734992214253,0.04293951892601902,0.2172633667566456,0.04182071958601387
6,0.2016569577219747,0.04275789570144695,0.20581984984203844,0.042104007856205085
7,0.2053921257818481,0.04265807418085079,0.22396599813334758,0.041648105714998156
8,0.20848136293890604,0.04258162134587828,0.22887036346023343,0.04162208114939323
9,0.20836902682067956,0.042557629255952856,0.22347556143659275,0.04176810417413829
10,0.21065787053598678,0.042485134590440427,0.21906163497604594,0.0418471188639355
11,0.2130309662463281,0.042474098907949585,0.2135033544341158,0.042010309917339804
12,0.2114863477734663,0.04246915133664349,0.22576426722423565,0.041573279859272505
13,0.21287650430373226,0.04243473075672891,0.22658165812021,0.04157881357977938
14,0.21143017953126642,0.0424629137542993,0.22625470079587567,0.04149897140416519
15,0.21006810701329462,0.04245012551038685,0.21105116912880442,0.04192057561061732
16,0.21331180581791737,0.042431914145370835,0.2272355747548475,0.041615949608403834
17,0.2150249280956683,0.0424127404415933,0.22690861766711207,0.04147628795806832
18,0.21694868047242585,0.04236806816774741,0.20369462401602945,0.04235116398037796
19,0.21561469132699115,0.04240081415343032,0.22380251957120967,0.04167656839266602
20,0.2121182370598477,0.04239233434440915,0.22036946587659173,0.0416229513819572
21,0.21171101913842677,0.042419065698120255,0.19797286736564698,0.04243538556999585
22,0.21110721411124497,0.04243246763620301,0.2174268459892992,0.041926510303174826
23,0.21450537454773935,0.04239828932701072,0.21611901484484647,0.04178528476354829
24,0.20980130932492286,0.04241453449829721,0.217099887777034,0.04175235519241386
25,0.21216036314367703,0.04239331161545659,0.2149746636574601,0.04201407087468937
26,0.21593765703001225,0.04234391043801861,0.23655386701639142,0.04149477269140572
27,0.2118654812107526,0.04237753905778076,0.22870688571659972,0.04153893885256146
28,0.21679421825886175,0.04236104331776172,0.2260912215979354,0.04161515896623774
29,0.21339605758069297,0.0423827357972065,0.2257642668496969,0.04149890686108997
30,0.21488555349810307,0.04236249540410774,0.2311590682877782,0.0414298810302305
31,0.21418240882327097,0.042322735010192424,0.22952427912472423,0.041425979533152815
32,0.2148704661122703,0.04235998149651293,0.22151381715167498,0.04177575364942759
33,0.2114442217168384,0.04240824604009524,0.2324668968588757,0.041565352487192835
34,0.21253949662176552,0.042369322743671445,0.2172633684274538,0.04177608323256545
35,0.21161272554474417,0.04237651068986378,0.22036946481144007,0.04170871161878138
36,0.21151443183283988,0.04235302811021769,0.2246199130834742,0.04184011595032273
37,0.2121322792904067,0.042372928483092966,0.23001471499292625,0.04134364748239342
38,0.21425261892044067,0.04237283724499771,0.2305051526516062,0.04179446009143478
39,0.21439303857598221,0.04233060261327623,0.23066863001704713,0.041499312168655
40,0.2139436951859031,0.0423584693875016,0.212032044061577,0.041717596465375505
41,0.21213568735218122,0.04234332490935571,0.2211868571023429,0.04148135633031703
42,0.21409914651675063,0.04235995919602571,0.2367173478239348,0.041244212823018774
43,0.21314330224842534,0.04231916141947953,0.22739905293422508,0.04144727247399463
44,0.21555852330187972,0.04236096882843355,0.2280529711994764,0.04140142946448789
45,0.21276416838847043,0.04236178075366247,0.21007029945144998,0.04174982485246752
46,0.21404198922108608,0.04235754195891856,0.21579205800923956,0.04169701098438394
47,0.21194973342862933,0.04230904088045727,0.22511034809419567,0.04137772433819072
48,0.21165485163171213,0.042392212534766015,0.21023377504651017,0.0418815751445387
49,0.21383135923611635,0.04237816932861669,0.22609122349894795,0.041403524749357365
50,0.21343818377855914,0.042385385885760414,0.22723557439309788,0.04150923019774759
51,0.21623253887923993,0.042360471105272995,0.2195520722656682,0.04154759351677495
52,0.21392965296371377,0.04237271120396046,0.2324668955635197,0.041328661901992345
53,0.21279225213398117,0.04235847638925835,0.21922511266212857,0.04174105912563905
54,0.21363477141684062,0.042373354831490885,0.22331208494994761,0.041596336660211494
55,0.2152074738904883,0.042340623121859024,0.21677292968078446,0.041733661851954845
56,0.21074212292753428,0.04235966215180202,0.2202059859039957,0.04180559498230987
57,0.2126377906538099,0.042364623408050826,0.22167729566174288,0.041660478058151894
58,0.21484238243790177,0.04231957725739576,0.22363903988180148,0.041478387017557586
59,0.21072883395277506,0.04239976455429651,0.22854340497117495,0.041374419927743204
60,0.21192164902609906,0.042367218643581735,0.24391041619336856,0.04129524921789188
61,0.21150038962843612,0.042347663286258636,0.21644597408298244,0.04179960496763846
62,0.2114020960002286,0.042382523259495215,0.21808076169033036,0.04153569464906575
63,0.21377519154317642,0.042340530465103755,0.2224946887848525,0.04140155456043038
64,0.21315734386067456,0.04236847831323803,0.21938859060308025,0.0415106763503258
65,0.21419645072950505,0.042384144912128545,0.2252738286173332,0.04148533901399757
66,0.21268347877282023,0.04235471807332871,0.2231486060479843,0.04151855331314376
67,0.21277821036689296,0.042380477089592056,0.22298512494080994,0.0418957204262435
68,0.21262374832072234,0.04237016522318579,0.2390060510628872,0.04136212217078424
69,0.2144070804393217,0.042337108372842665,0.21955207080862113,0.04173023194666585
70,0.2115598040592286,0.04235897200950345,0.22919732419835143,0.041597809810639014
71,0.21380327495180773,0.04233892844197523,0.23197645976383088,0.04152106247429406
72,0.21223057295732398,0.042345890406141756,0.2273990546141684,0.04152170330644121
73,0.2130590500964598,0.04238217412998592,0.21938859306590092,0.04153677833948491
74,0.21343818378379018,0.0423820255075639,0.2327938556420841,0.04137359601922805
75,0.21143017975724765,0.042352775135726516,0.22461991001362672,0.041583142875017284
76,0.21147230572704015,0.04239978250669293,0.21955206834488694,0.04164471065642905
77,0.21401390500791972,0.04236433613384439,0.23508255851471932,0.0413278370562168
78,0.208706034581112,0.042412549983086245,0.21530162345649068,0.04172230678527831
79,0.21220248884668613,0.0423570459235554,0.22249468961523233,0.04158448532786423
80,0.21134592784277167,0.04237063649686369,0.22887036291486845,0.04144275307019532
81,0.21328372216656546,0.042364111365683084,0.22053294298442308,0.04154645934035931
82,0.21095275217074153,0.04238634779034501,0.23181298276927467,0.04128556855501586
83,0.2143128062221339,0.04236461732996231,0.22331208295301663,0.04144624474879981
84,0.20828477530480938,0.0424102203474406,0.23884257209697823,0.04124665968832635
85,0.21501088582639957,0.042348073478305576,0.22461991370557394,0.04152727450274731
86,0.2100540655119436,0.04238569610621716,0.21252248138043153,0.04186672933286402
87,0.21088254225770467,0.042389173667718626,0.2298512363567941,0.04154121918149764
88,0.21515130596633608,0.04230402700196556,0.23753474156457663,0.041322433424893404
89,0.21235695073069427,0.04239673781356667,0.22200425321628148,0.04169389444561844
